	n_pathways
ENSG00000105699	5
ENSG00000159199	8
ENSG00000131828	11
ENSG00000144182	3
ENSG00000055044	10
ENSG00000124155	4
ENSG00000089195	3
ENSG00000047249	33
ENSG00000239857	2
ENSG00000163114	9
ENSG00000117543	4
ENSG00000187325	29
ENSG00000078967	4
ENSG00000168291	11
ENSG00000275746	3
ENSG00000169926	3
ENSG00000122674	4
ENSG00000138036	4
ENSG00000152256	10
ENSG00000134597	4
ENSG00000087302	3
ENSG00000115128	16
ENSG00000005882	8
ENSG00000175581	7
ENSG00000137168	9
ENSG00000119801	3
ENSG00000166595	2
ENSG00000181610	7
ENSG00000067992	8
ENSG00000090263	7
ENSG00000141378	4
ENSG00000115561	31
ENSG00000131153	7
ENSG00000004799	14
ENSG00000060762	3
ENSG00000065802	7
ENSG00000005981	7
ENSG00000013374	3
ENSG00000081870	4
ENSG00000197594	5
ENSG00000278693	7
ENSG00000100628	7
ENSG00000136960	4
ENSG00000107882	7
ENSG00000143450	4
ENSG00000154269	4
ENSG00000130332	6
ENSG00000128534	4
ENSG00000119203	17
ENSG00000167515	10
ENSG00000111237	3
ENSG00000135390	6
ENSG00000140992	77
ENSG00000166394	3
ENSG00000087095	4
ENSG00000280549	2
ENSG00000142619	2
ENSG00000197142	5
ENSG00000159348	7
ENSG00000112210	3
ENSG00000135932	6
ENSG00000091137	8
ENSG00000087206	16
ENSG00000163833	7
ENSG00000090520	11
ENSG00000162368	3
ENSG00000161980	12
ENSG00000084463	9
ENSG00000101327	9
ENSG00000100024	4
ENSG00000291928	2
ENSG00000198736	2
ENSG00000157017	10
ENSG00000186153	10
ENSG00000054267	12
ENSG00000122223	2
ENSG00000108848	4
ENSG00000261371	17
ENSG00000258366	14
ENSG00000164307	4
ENSG00000167258	5
ENSG00000136819	4
ENSG00000132932	3
ENSG00000166128	8
ENSG00000132376	5
ENSG00000127588	78
ENSG00000134602	4
ENSG00000048649	4
ENSG00000120733	3
ENSG00000181195	11
ENSG00000154518	6
ENSG00000256394	3
ENSG00000262505	3
ENSG00000132423	4
ENSG00000178372	7
ENSG00000183785	86
ENSG00000164902	6
ENSG00000109586	4
ENSG00000093072	5
ENSG00000179094	5
ENSG00000127980	2
ENSG00000124587	2
ENSG00000112357	2
ENSG00000157911	6
ENSG00000108733	7
ENSG00000162928	7
ENSG00000142655	7
ENSG00000163737	20
ENSG00000109272	4
ENSG00000178921	4
ENSG00000126759	17
ENSG00000113068	5
ENSG00000143256	5
ENSG00000101132	5
ENSG00000291834	5
ENSG00000123349	5
ENSG00000081923	3
ENSG00000158571	8
ENSG00000123836	5
ENSG00000170525	5
ENSG00000169020	6
ENSG00000114268	5
ENSG00000141959	7
ENSG00000152556	4
ENSG00000067057	4
ENSG00000108518	16
ENSG00000070087	9
ENSG00000154723	8
ENSG00000256713	2
ENSG00000171314	8
ENSG00000164708	5
ENSG00000142657	9
ENSG00000119630	5
ENSG00000164219	5
ENSG00000114573	19
ENSG00000102144	13
ENSG00000170950	5
ENSG00000079739	14
ENSG00000013375	6
ENSG00000082175	25
ENSG00000085563	7
ENSG00000005471	10
ENSG00000167085	15
ENSG00000116039	15
ENSG00000239756	3
ENSG00000225553	3
ENSG00000112511	3
ENSG00000197724	3
ENSG00000067177	4
ENSG00000044446	4
ENSG00000102893	4
ENSG00000147416	19
ENSG00000164776	4
ENSG00000156873	4
ENSG00000107537	8
ENSG00000277377	18
ENSG00000197249	18
ENSG00000124102	6
ENSG00000100665	8
ENSG00000124570	5
ENSG00000185883	20
ENSG00000135919	6
ENSG00000166401	2
ENSG00000242550	3
ENSG00000197641	5
ENSG00000165195	4
ENSG00000135845	4
ENSG00000155097	19
ENSG00000151665	4
ENSG00000100564	4
ENSG00000162896	3
ENSG00000011405	13
ENSG00000133056	5
ENSG00000139144	6
ENSG00000078142	43
ENSG00000131100	19
ENSG00000121879	137
ENSG00000051382	79
ENSG00000137193	14
ENSG00000171608	39
ENSG00000105851	29
ENSG00000145675	156
ENSG00000105647	102
ENSG00000241973	6
ENSG00000143393	5
ENSG00000127445	21
ENSG00000159763	2
ENSG00000150867	18
ENSG00000174238	11
ENSG00000164093	5
ENSG00000008710	5
ENSG00000118762	5
ENSG00000262785	17
ENSG00000143627	17
ENSG00000067225	19
ENSG00000160199	3
ENSG00000081277	11
ENSG00000057294	3
ENSG00000170890	14
ENSG00000188257	13
ENSG00000116711	34
ENSG00000127472	10
ENSG00000118495	6
ENSG00000104368	5
ENSG00000122861	5
ENSG00000011422	11
ENSG00000117410	19
ENSG00000137841	29
ENSG00000149782	26
ENSG00000101333	11
ENSG00000187091	3
ENSG00000119866	10
ENSG00000064726	7
ENSG00000170502	5
ENSG00000124181	88
ENSG00000152782	5
ENSG00000148082	13
ENSG00000197943	40
ENSG00000075651	19
ENSG00000138750	79
ENSG00000186815	3
ENSG00000129219	16
ENSG00000178209	11
ENSG00000227587	15
ENSG00000234668	15
ENSG00000234920	15
ENSG00000230900	15
ENSG00000226850	15
ENSG00000206445	15
ENSG00000213760	15
ENSG00000122194	13
ENSG00000112782	4
ENSG00000168818	5
ENSG00000115956	4
ENSG00000167711	5
ENSG00000276838	5
ENSG00000166819	17
ENSG00000166851	52
ENSG00000266964	11
ENSG00000089356	11
ENSG00000033627	12
ENSG00000198523	6
ENSG00000083444	3
ENSG00000152952	3
ENSG00000171566	9
ENSG00000120756	4
ENSG00000100979	8
ENSG00000114554	14
ENSG00000071655	38
ENSG00000008277	2
ENSG00000076356	8
ENSG00000135697	6
ENSG00000115592	33
ENSG00000180739	7
ENSG00000164050	15
ENSG00000198753	5
ENSG00000141682	12
ENSG00000183395	8
ENSG00000168081	7
ENSG00000071553	12
ENSG00000140464	33
ENSG00000100417	6
ENSG00000140650	11
ENSG00000109099	3
ENSG00000165240	11
ENSG00000221946	11
ENSG00000137726	11
ENSG00000150201	11
ENSG00000181631	8
ENSG00000139572	7
ENSG00000016402	4
ENSG00000174564	4
ENSG00000127418	5
ENSG00000258659	4
ENSG00000177300	4
ENSG00000241837	8
ENSG00000095777	4
ENSG00000137857	4
ENSG00000167578	10
ENSG00000169228	6
ENSG00000152684	4
ENSG00000139155	4
ENSG00000123737	21
ENSG00000240344	9
ENSG00000171824	10
ENSG00000149972	3
ENSG00000128274	5
ENSG00000122512	20
ENSG00000165934	17
ENSG00000102575	4
ENSG00000123191	3
ENSG00000185658	6
ENSG00000160190	4
ENSG00000175535	13
ENSG00000159055	4
ENSG00000187021	3
ENSG00000291891	3
ENSG00000291895	7
ENSG00000266200	7
ENSG00000141744	4
ENSG00000239732	23
ENSG00000148229	30
ENSG00000100941	4
ENSG00000108387	6
ENSG00000234289	125
ENSG00000154719	7
ENSG00000043093	3
ENSG00000095380	6
ENSG00000172115	30
ENSG00000100433	7
ENSG00000095970	11
ENSG00000124731	7
ENSG00000101868	28
ENSG00000281020	3
ENSG00000172554	3
ENSG00000281486	3
ENSG00000070501	13
ENSG00000062822	43
ENSG00000106628	48
ENSG00000177084	30
ENSG00000100479	30
ENSG00000140521	2
ENSG00000170734	16
ENSG00000181222	83
ENSG00000284832	83
ENSG00000047315	83
ENSG00000102978	83
ENSG00000144231	83
ENSG00000186469	71
ENSG00000104381	2
ENSG00000099817	102
ENSG00000179085	19
ENSG00000100142	102
ENSG00000168002	83
ENSG00000162552	13
ENSG00000101323	5
ENSG00000163882	102
ENSG00000105258	83
ENSG00000166848	28
ENSG00000005075	83
ENSG00000147669	102
ENSG00000134294	8
ENSG00000177700	102
ENSG00000196338	3
ENSG00000099821	8
ENSG00000127366	9
ENSG00000115138	38
ENSG00000077232	6
ENSG00000109534	9
ENSG00000082684	9
ENSG00000145990	5
ENSG00000091009	2
ENSG00000005421	7
ENSG00000011426	7
ENSG00000105854	5
ENSG00000132669	4
ENSG00000073146	3
ENSG00000102387	25
ENSG00000105852	7
ENSG00000266472	7
ENSG00000159069	10
ENSG00000154153	6
ENSG00000114127	11
ENSG00000164654	4
ENSG00000086666	2
ENSG00000127948	4
ENSG00000100335	4
ENSG00000291426	7
ENSG00000078902	7
ENSG00000171431	3
ENSG00000263057	3
ENSG00000011275	4
ENSG00000052126	5
ENSG00000033100	5
ENSG00000122435	3
ENSG00000128191	6
ENSG00000135226	6
ENSG00000214357	17
ENSG00000166479	4
ENSG00000132600	3
ENSG00000088826	8
ENSG00000175054	34
ENSG00000143382	9
ENSG00000139725	8
ENSG00000143190	18
ENSG00000146151	4
ENSG00000178896	21
ENSG00000152670	8
ENSG00000112031	4
ENSG00000091127	3
ENSG00000077420	21
ENSG00000028277	6
ENSG00000185668	6
ENSG00000136897	7
ENSG00000138190	11
ENSG00000147123	4
ENSG00000184486	7
ENSG00000168209	5
ENSG00000196683	7
ENSG00000150712	5
ENSG00000069188	4
ENSG00000198914	3
ENSG00000105671	5
ENSG00000071243	3
ENSG00000128917	21
ENSG00000152192	6
ENSG00000242515	6
ENSG00000242366	6
ENSG00000244122	6
ENSG00000167165	7
ENSG00000288705	6
ENSG00000151615	6
ENSG00000135766	4
ENSG00000163818	5
ENSG00000162576	4
ENSG00000085224	11
ENSG00000206454	10
ENSG00000204531	10
ENSG00000237582	10
ENSG00000235068	10
ENSG00000233911	10
ENSG00000229094	10
ENSG00000230336	10
ENSG00000241119	10
ENSG00000128908	8
ENSG00000099364	7
ENSG00000006712	24
ENSG00000173193	15
ENSG00000180817	6
ENSG00000186951	33
ENSG00000244474	12
ENSG00000241635	13
ENSG00000288702	12
ENSG00000107021	4
ENSG00000112033	11
ENSG00000088766	6
ENSG00000172432	4
ENSG00000005469	7
ENSG00000132170	30
ENSG00000125686	40
ENSG00000130294	8
ENSG00000085721	4
ENSG00000278494	4
ENSG00000164951	5
ENSG00000128059	4
ENSG00000078328	5
ENSG00000163817	10
ENSG00000163736	15
ENSG00000184840	11
ENSG00000179331	9
ENSG00000196199	13
ENSG00000132530	4
ENSG00000160886	3
ENSG00000086717	4
ENSG00000162458	3
ENSG00000144730	5
ENSG00000108950	4
ENSG00000064601	24
ENSG00000065371	5
ENSG00000019995	7
ENSG00000137707	3
ENSG00000157450	17
ENSG00000196262	39
ENSG00000107672	5
ENSG00000166794	10
ENSG00000168769	5
ENSG00000130529	7
ENSG00000130772	12
ENSG00000284944	12
ENSG00000147874	17
ENSG00000043514	4
ENSG00000135541	4
ENSG00000083828	3
ENSG00000171497	3
ENSG00000171466	3
ENSG00000167491	38
ENSG00000072864	31
ENSG00000275911	31
ENSG00000186871	18
ENSG00000092439	4
ENSG00000106819	2
ENSG00000292224	2
ENSG00000039987	3
ENSG00000137821	3
ENSG00000137501	4
ENSG00000104413	9
ENSG00000236699	8
ENSG00000127452	7
ENSG00000163832	3
ENSG00000132207	8
ENSG00000198113	4
ENSG00000174227	4
ENSG00000137942	9
ENSG00000163257	3
ENSG00000136891	4
ENSG00000276761	9
ENSG00000273559	9
ENSG00000042445	6
ENSG00000292155	6
ENSG00000133138	4
ENSG00000276539	5
ENSG00000148123	5
ENSG00000037474	3
ENSG00000091542	3
ENSG00000283510	8
ENSG00000114933	8
ENSG00000146918	5
ENSG00000277086	5
ENSG00000166912	5
ENSG00000108375	8
ENSG00000040487	2
ENSG00000197977	8
ENSG00000148090	7
ENSG00000145996	3
ENSG00000011295	4
ENSG00000011143	7
ENSG00000147548	3
ENSG00000073067	6
ENSG00000040275	18
ENSG00000178718	6
ENSG00000091317	3
ENSG00000167264	8
ENSG00000168802	6
ENSG00000140987	3
ENSG00000107341	8
ENSG00000106554	5
ENSG00000104331	4
ENSG00000118898	6
ENSG00000092036	17
ENSG00000174173	6
ENSG00000139620	7
ENSG00000116863	5
ENSG00000283104	4
ENSG00000104835	4
ENSG00000140365	3
ENSG00000100614	10
ENSG00000101695	4
ENSG00000087253	5
ENSG00000166902	7
ENSG00000167985	4
ENSG00000138032	10
ENSG00000169019	3
ENSG00000138617	15
ENSG00000109205	2
ENSG00000046647	10
ENSG00000075131	5
ENSG00000198276	4
ENSG00000163964	4
ENSG00000172530	15
ENSG00000006118	4
ENSG00000127054	3
ENSG00000113272	3
ENSG00000133328	5
ENSG00000143224	3
ENSG00000106733	4
ENSG00000183549	8
ENSG00000198146	3
ENSG00000172531	26
ENSG00000101193	4
ENSG00000151093	2
ENSG00000117791	3
ENSG00000175756	7
ENSG00000014257	3
ENSG00000115307	5
ENSG00000213639	42
ENSG00000149357	33
ENSG00000171103	4
ENSG00000138642	4
ENSG00000186298	43
ENSG00000005059	3
ENSG00000136874	8
ENSG00000146247	6
ENSG00000170242	4
ENSG00000106080	5
ENSG00000075643	4
ENSG00000132300	7
ENSG00000183665	4
ENSG00000167987	17
ENSG00000242485	7
ENSG00000085978	2
ENSG00000281089	2
ENSG00000174442	18
ENSG00000070540	7
ENSG00000132517	4
ENSG00000090857	5
ENSG00000119938	9
ENSG00000140543	4
ENSG00000285152	6
ENSG00000092098	6
ENSG00000137831	12
ENSG00000114446	7
ENSG00000162849	8
ENSG00000281216	8
ENSG00000139209	4
ENSG00000141026	12
ENSG00000076650	4
ENSG00000101200	26
ENSG00000082068	4
ENSG00000105341	4
ENSG00000131620	10
ENSG00000164252	4
ENSG00000117751	6
ENSG00000111196	14
ENSG00000126870	4
ENSG00000288353	10
ENSG00000140750	10
ENSG00000072041	5
ENSG00000115392	7
ENSG00000197181	3
ENSG00000101639	17
ENSG00000119285	5
ENSG00000167333	4
ENSG00000160746	10
ENSG00000106344	4
ENSG00000141499	9
ENSG00000163516	4
ENSG00000238104	4
ENSG00000230995	4
ENSG00000227804	4
ENSG00000204569	4
ENSG00000206489	4
ENSG00000235291	4
ENSG00000231737	4
ENSG00000134014	3
ENSG00000137814	17
ENSG00000134690	23
ENSG00000171492	2
ENSG00000107951	2
ENSG00000113575	135
ENSG00000117593	4
ENSG00000104695	126
ENSG00000074964	14
ENSG00000108439	4
ENSG00000144736	5
ENSG00000031691	21
ENSG00000174579	3
ENSG00000096080	7
ENSG00000198890	8
ENSG00000048544	8
ENSG00000104613	3
ENSG00000178502	7
ENSG00000065665	8
ENSG00000171861	4
ENSG00000105568	146
ENSG00000167447	3
ENSG00000187147	4
ENSG00000080345	3
ENSG00000137713	120
ENSG00000196368	3
ENSG00000172890	4
ENSG00000163939	11
ENSG00000141425	3
ENSG00000166148	12
ENSG00000221914	20
ENSG00000008323	6
ENSG00000153012	2
ENSG00000074657	6
ENSG00000150401	3
ENSG00000121570	5
ENSG00000138686	5
ENSG00000090530	3
ENSG00000140525	7
ENSG00000185973	3
ENSG00000204178	6
ENSG00000116525	4
ENSG00000143845	5
ENSG00000135372	4
ENSG00000137269	5
ENSG00000273494	4
ENSG00000157881	4
ENSG00000114978	2
ENSG00000122692	4
ENSG00000033178	13
ENSG00000087263	4
ENSG00000115107	18
ENSG00000183853	2
ENSG00000142494	3
ENSG00000101019	4
ENSG00000109674	14
ENSG00000066027	59
ENSG00000134759	3
ENSG00000143970	4
ENSG00000198874	4
ENSG00000182551	4
ENSG00000280830	4
ENSG00000101189	3
ENSG00000068971	60
ENSG00000078304	62
ENSG00000136159	7
ENSG00000177971	5
ENSG00000130024	6
ENSG00000141252	4
ENSG00000283883	4
ENSG00000169299	6
ENSG00000112640	95
ENSG00000055732	4
ENSG00000104343	8
ENSG00000126858	8
ENSG00000153093	5
ENSG00000154001	55
ENSG00000104221	5
ENSG00000169627	6
ENSG00000183336	6
ENSG00000110075	13
ENSG00000109670	25
ENSG00000198049	12
ENSG00000138814	20
ENSG00000038210	8
ENSG00000152463	4
ENSG00000172296	4
ENSG00000149923	5
ENSG00000135002	4
ENSG00000103381	3
ENSG00000198246	10
ENSG00000107758	25
ENSG00000129534	8
ENSG00000155189	5
ENSG00000284980	5
ENSG00000148943	9
ENSG00000184719	4
ENSG00000120910	11
ENSG00000186222	4
ENSG00000078124	4
ENSG00000135722	7
ENSG00000136709	17
ENSG00000221823	25
ENSG00000181830	14
ENSG00000144827	4
ENSG00000016391	3
ENSG00000172301	3
ENSG00000123485	8
ENSG00000163393	3
ENSG00000095383	4
ENSG00000011485	11
ENSG00000155252	7
ENSG00000154059	4
ENSG00000205213	4
ENSG00000177595	6
ENSG00000119414	13
ENSG00000131238	4
ENSG00000065328	10
ENSG00000108849	7
ENSG00000126895	19
ENSG00000204174	7
ENSG00000130844	6
ENSG00000089012	4
ENSG00000270276	142
ENSG00000180667	4
ENSG00000082146	3
ENSG00000169826	5
ENSG00000143294	9
ENSG00000140403	3
ENSG00000137509	4
ENSG00000003509	4
ENSG00000175193	3
ENSG00000188783	13
ENSG00000139163	5
ENSG00000136213	5
ENSG00000276971	4
ENSG00000165125	4
ENSG00000182117	9
ENSG00000291996	9
ENSG00000180644	5
ENSG00000103056	9
ENSG00000072182	3
ENSG00000122862	4
ENSG00000152503	4
ENSG00000181192	4
ENSG00000141965	3
ENSG00000186652	3
ENSG00000196660	3
ENSG00000196782	32
ENSG00000056736	4
ENSG00000110693	4
ENSG00000130827	7
ENSG00000213397	17
ENSG00000164574	4
ENSG00000198056	27
ENSG00000158435	12
ENSG00000110074	4
ENSG00000136011	8
ENSG00000124357	6
ENSG00000102710	3
ENSG00000146143	27
ENSG00000165115	8
ENSG00000174343	10
ENSG00000160714	4
ENSG00000100253	3
ENSG00000063322	12
ENSG00000292211	8
ENSG00000068308	8
ENSG00000033030	6
ENSG00000185946	4
ENSG00000179914	3
ENSG00000079691	2
ENSG00000139116	8
ENSG00000167770	5
ENSG00000102043	5
ENSG00000089177	8
ENSG00000186654	32
ENSG00000089123	4
ENSG00000135905	10
ENSG00000132356	25
ENSG00000178078	8
ENSG00000104907	3
ENSG00000066654	4
ENSG00000085998	12
ENSG00000153786	4
ENSG00000110497	2
ENSG00000292130	5
ENSG00000136699	5
ENSG00000189266	3
ENSG00000162409	44
ENSG00000285243	9
ENSG00000147804	9
ENSG00000147121	3
ENSG00000171316	4
ENSG00000111725	33
ENSG00000291794	3
ENSG00000092094	3
ENSG00000139832	3
ENSG00000131791	39
ENSG00000060642	4
ENSG00000145912	9
ENSG00000164941	3
ENSG00000171163	3
ENSG00000070423	4
ENSG00000083817	3
ENSG00000288516	114
ENSG00000072062	114
ENSG00000196504	6
ENSG00000166135	3
ENSG00000083838	3
ENSG00000106993	4
ENSG00000182446	19
ENSG00000137145	4
ENSG00000171109	11
ENSG00000142875	79
ENSG00000215193	3
ENSG00000163166	10
ENSG00000072163	3
ENSG00000165059	79
ENSG00000114982	7
ENSG00000100416	3
ENSG00000163872	7
ENSG00000175115	8
ENSG00000186280	3
ENSG00000086589	9
ENSG00000103043	7
ENSG00000067704	5
ENSG00000165801	13
ENSG00000105248	4
ENSG00000013503	12
ENSG00000115355	6
ENSG00000058804	79
ENSG00000291380	4
ENSG00000157191	4
ENSG00000181929	33
ENSG00000064763	4
ENSG00000198185	3
ENSG00000125170	4
ENSG00000120008	5
ENSG00000058600	12
ENSG00000284282	12
ENSG00000167721	4
ENSG00000112877	17
ENSG00000280688	17
ENSG00000064102	3
ENSG00000171681	8
ENSG00000108946	52
ENSG00000000460	15
ENSG00000280680	7
ENSG00000054392	7
ENSG00000007923	3
ENSG00000069329	3
ENSG00000101199	17
ENSG00000213995	4
ENSG00000154380	8
ENSG00000088298	14
ENSG00000197702	5
ENSG00000106603	5
ENSG00000069248	92
ENSG00000133313	7
ENSG00000060339	11
ENSG00000188191	48
ENSG00000006530	8
ENSG00000262327	8
ENSG00000112697	3
ENSG00000136861	17
ENSG00000104299	3
ENSG00000102595	6
ENSG00000138442	4
ENSG00000114302	53
ENSG00000167562	3
ENSG00000090989	17
ENSG00000163913	7
ENSG00000246705	112
ENSG00000151092	4
ENSG00000005249	65
ENSG00000112685	11
ENSG00000042088	3
ENSG00000204406	4
ENSG00000022976	3
ENSG00000154229	69
ENSG00000058729	4
ENSG00000170954	3
ENSG00000168216	13
ENSG00000035499	21
ENSG00000166501	42
ENSG00000147408	5
ENSG00000157445	3
ENSG00000167601	9
ENSG00000163932	48
ENSG00000166257	8
ENSG00000111536	4
ENSG00000272886	8
ENSG00000070526	6
ENSG00000171132	17
ENSG00000065970	9
ENSG00000143199	3
ENSG00000108651	5
ENSG00000145734	7
ENSG00000274803	7
ENSG00000273873	7
ENSG00000101134	4
ENSG00000115548	7
ENSG00000113269	4
ENSG00000126583	27
ENSG00000280616	7
ENSG00000160695	7
ENSG00000076641	8
ENSG00000115425	7
ENSG00000143164	3
ENSG00000131871	4
ENSG00000027075	8
ENSG00000206567	5
ENSG00000125037	5
ENSG00000111530	8
ENSG00000151849	23
ENSG00000166451	21
ENSG00000291964	21
ENSG00000163558	16
ENSG00000145088	10
ENSG00000075884	6
ENSG00000175470	5
ENSG00000254999	23
ENSG00000111203	4
ENSG00000123143	11
ENSG00000053501	5
ENSG00000205155	36
ENSG00000136478	5
ENSG00000065548	4
ENSG00000112304	4
ENSG00000065243	14
ENSG00000131966	22
ENSG00000171204	4
ENSG00000168065	4
ENSG00000147099	29
ENSG00000184304	4
ENSG00000116539	3
ENSG00000268089	7
ENSG00000065675	36
ENSG00000176871	3
ENSG00000281894	3
ENSG00000196345	3
ENSG00000130175	29
ENSG00000166823	2
ENSG00000067606	19
ENSG00000089335	3
ENSG00000136114	9
ENSG00000131069	7
ENSG00000124226	4
ENSG00000111726	6
ENSG00000130173	4
ENSG00000253729	12
ENSG00000184730	4
ENSG00000112851	32
ENSG00000185532	17
ENSG00000179051	18
ENSG00000281540	18
ENSG00000178028	3
ENSG00000138669	22
ENSG00000204444	6
ENSG00000224290	6
ENSG00000227567	6
ENSG00000231974	6
ENSG00000206409	6
ENSG00000235754	6
ENSG00000226215	6
ENSG00000100030	180
ENSG00000102882	174
ENSG00000100319	4
ENSG00000267796	14
ENSG00000198642	7
ENSG00000282110	3
ENSG00000141639	3
ENSG00000184752	4
ENSG00000088833	5
ENSG00000101084	4
ENSG00000069956	3
ENSG00000172380	71
ENSG00000006453	8
ENSG00000169241	3
ENSG00000166484	43
ENSG00000107643	58
ENSG00000136698	3
ENSG00000185386	65
ENSG00000269405	4
ENSG00000074842	5
ENSG00000105771	3
ENSG00000050748	35
ENSG00000109339	31
ENSG00000156711	13
ENSG00000145431	3
ENSG00000169032	61
ENSG00000126934	36
ENSG00000033011	9
ENSG00000034152	32
ENSG00000137764	5
ENSG00000108984	48
ENSG00000076984	34
ENSG00000055332	21
ENSG00000102580	25
ENSG00000183943	27
ENSG00000150783	4
ENSG00000282130	5
ENSG00000185115	5
ENSG00000095627	3
ENSG00000172179	11
ENSG00000154122	2
ENSG00000113494	4
ENSG00000175646	3
ENSG00000122304	3
ENSG00000171867	7
ENSG00000125650	10
ENSG00000115718	21
ENSG00000256771	3
ENSG00000226127	3
ENSG00000229741	3
ENSG00000224242	3
ENSG00000275798	3
ENSG00000225412	3
ENSG00000204290	3
ENSG00000225845	3
ENSG00000224770	3
ENSG00000229597	3
ENSG00000100033	3
ENSG00000109943	3
ENSG00000155827	10
ENSG00000132792	14
ENSG00000125772	6
ENSG00000136802	2
ENSG00000137944	3
ENSG00000184500	30
ENSG00000141580	2
ENSG00000148498	8
ENSG00000160862	2
ENSG00000136688	5
ENSG00000130876	7
ENSG00000274348	4
ENSG00000127412	4
ENSG00000147224	4
ENSG00000165819	2
ENSG00000101911	4
ENSG00000100600	10
ENSG00000213906	8
ENSG00000285203	8
ENSG00000274247	12
ENSG00000204983	12
ENSG00000275896	10
ENSG00000282049	10
ENSG00000010438	15
ENSG00000047230	3
ENSG00000151882	8
ENSG00000185760	3
ENSG00000127241	17
ENSG00000291559	17
ENSG00000189056	4
ENSG00000169035	6
ENSG00000052344	3
ENSG00000166033	2
ENSG00000147119	5
ENSG00000277804	10
ENSG00000196415	10
ENSG00000172232	3
ENSG00000278624	3
ENSG00000197746	19
ENSG00000003137	13
ENSG00000086619	3
ENSG00000109667	7
ENSG00000184047	11
ENSG00000148384	10
ENSG00000188611	5
ENSG00000080815	39
ENSG00000143801	34
ENSG00000163577	4
ENSG00000107815	7
ENSG00000107281	3
ENSG00000115350	30
ENSG00000278889	3
ENSG00000206495	4
ENSG00000230308	4
ENSG00000232839	4
ENSG00000229929	4
ENSG00000204599	4
ENSG00000224994	4
ENSG00000226437	4
ENSG00000152315	7
ENSG00000184261	3
ENSG00000073150	3
ENSG00000173702	23
ENSG00000198829	6
ENSG00000231924	2
ENSG00000166710	32
ENSG00000273686	32
ENSG00000242221	2
ENSG00000221826	2
ENSG00000243137	2
ENSG00000104918	8
ENSG00000204941	2
ENSG00000170848	2
ENSG00000221878	2
ENSG00000183668	2
ENSG00000243130	2
ENSG00000129084	181
ENSG00000105939	4
ENSG00000106588	182
ENSG00000100567	181
ENSG00000063176	4
ENSG00000041357	181
ENSG00000070950	7
ENSG00000143106	182
ENSG00000100902	181
ENSG00000101182	181
ENSG00000136731	6
ENSG00000176407	3
ENSG00000281184	182
ENSG00000008018	182
ENSG00000160216	10
ENSG00000026652	5
ENSG00000157851	5
ENSG00000164039	4
ENSG00000126067	181
ENSG00000115946	5
ENSG00000277791	181
ENSG00000275903	181
ENSG00000084090	10
ENSG00000118096	4
ENSG00000106392	9
ENSG00000077348	21
ENSG00000159377	181
ENSG00000078070	13
ENSG00000132911	8
ENSG00000005206	4
ENSG00000145780	3
ENSG00000100804	181
ENSG00000124225	5
ENSG00000029153	2
ENSG00000142507	181
ENSG00000291948	2
ENSG00000103121	2
ENSG00000120533	3
ENSG00000175110	7
ENSG00000076924	15
ENSG00000136930	182
ENSG00000143499	9
ENSG00000205309	4
ENSG00000114021	3
ENSG00000152595	4
ENSG00000143355	5
ENSG00000264522	10
ENSG00000230034	13
ENSG00000231631	13
ENSG00000230669	13
ENSG00000226201	13
ENSG00000206298	13
ENSG00000235715	13
ENSG00000236443	13
ENSG00000204264	13
ENSG00000182175	4
ENSG00000137817	15
