	n_pathways
ENSG00000168421	5
ENSG00000166035	6
ENSG00000079435	10
ENSG00000149485	8
ENSG00000188766	9
ENSG00000196535	8
ENSG00000260220	5
ENSG00000074695	19
ENSG00000203791	3
ENSG00000108684	3
ENSG00000120805	4
ENSG00000160789	31
ENSG00000113368	40
ENSG00000166407	5
ENSG00000135363	5
ENSG00000161920	12
ENSG00000197128	3
ENSG00000136153	11
ENSG00000186458	5
ENSG00000273607	2
ENSG00000250479	2
ENSG00000182177	7
ENSG00000187689	4
ENSG00000113441	9
ENSG00000255587	6
ENSG00000203782	6
ENSG00000146955	3
ENSG00000284749	3
ENSG00000243896	3
ENSG00000225327	4
ENSG00000230549	4
ENSG00000284806	4
ENSG00000284990	4
ENSG00000188921	5
ENSG00000113083	5
ENSG00000175768	7
ENSG00000291348	21
ENSG00000188312	21
ENSG00000129038	5
ENSG00000176900	3
ENSG00000205497	3
ENSG00000205496	3
ENSG00000134013	5
ENSG00000198670	4
ENSG00000196240	3
ENSG00000276821	3
ENSG00000292018	3
ENSG00000275754	3
ENSG00000189181	3
ENSG00000292014	3
ENSG00000213465	12
ENSG00000231861	3
ENSG00000175445	20
ENSG00000284836	3
ENSG00000212807	3
ENSG00000167419	4
ENSG00000284068	13
ENSG00000185467	13
ENSG00000138175	5
ENSG00000187701	3
ENSG00000292015	3
ENSG00000292304	3
ENSG00000177151	3
ENSG00000237388	3
ENSG00000260811	3
ENSG00000292249	3
ENSG00000236032	3
ENSG00000233412	3
ENSG00000206536	3
ENSG00000196098	3
ENSG00000205328	3
ENSG00000205327	3
ENSG00000118308	3
ENSG00000205808	5
ENSG00000173627	4
ENSG00000123384	9
ENSG00000081479	16
ENSG00000134569	2
ENSG00000070018	10
ENSG00000281324	10
ENSG00000162337	11
ENSG00000178172	3
ENSG00000185565	3
ENSG00000272047	47
ENSG00000160285	7
ENSG00000281289	7
ENSG00000111144	16
ENSG00000226979	5
ENSG00000230279	5
ENSG00000173503	5
ENSG00000223919	5
ENSG00000238130	5
ENSG00000231408	5
ENSG00000226275	5
ENSG00000143437	19
ENSG00000223448	4
ENSG00000236925	4
ENSG00000231314	4
ENSG00000236237	4
ENSG00000227507	4
ENSG00000204487	4
ENSG00000206437	4
ENSG00000238114	4
ENSG00000186529	11
ENSG00000049323	11
ENSG00000119681	7
ENSG00000168056	7
ENSG00000111321	4
ENSG00000213316	12
ENSG00000283887	12
ENSG00000012223	13
ENSG00000140274	4
ENSG00000062524	3
ENSG00000133794	19
ENSG00000139329	16
ENSG00000160932	8
ENSG00000278032	8
ENSG00000176956	3
ENSG00000274488	3
ENSG00000134061	4
ENSG00000104903	6
ENSG00000254087	70
ENSG00000183918	5
ENSG00000090382	6
ENSG00000119888	16
ENSG00000003056	13
ENSG00000188554	4
ENSG00000137486	41
ENSG00000277443	4
ENSG00000164109	28
ENSG00000170365	17
ENSG00000175387	36
ENSG00000166949	54
ENSG00000141646	49
ENSG00000141480	42
ENSG00000113658	3
ENSG00000137834	8
ENSG00000101665	21
ENSG00000120693	3
ENSG00000178573	13
ENSG00000197063	8
ENSG00000105695	11
ENSG00000110881	3
ENSG00000100299	12
ENSG00000113273	21
ENSG00000162385	14
ENSG00000101846	11
ENSG00000111885	10
ENSG00000196547	10
ENSG00000140400	3
ENSG00000112893	18
ENSG00000104774	6
ENSG00000109323	6
ENSG00000189221	23
ENSG00000069535	5
ENSG00000131711	5
ENSG00000276155	16
ENSG00000186868	16
ENSG00000277956	16
ENSG00000006756	9
ENSG00000075413	20
ENSG00000278299	4
ENSG00000276085	10
ENSG00000293545	10
ENSG00000277336	10
ENSG00000277768	10
ENSG00000166986	10
ENSG00000176244	4
ENSG00000130368	5
ENSG00000151224	12
ENSG00000285376	5
ENSG00000177243	5
ENSG00000273641	5
ENSG00000176797	5
ENSG00000284978	5
ENSG00000168906	4
ENSG00000007264	4
ENSG00000162510	2
ENSG00000132031	6
ENSG00000125952	13
ENSG00000205593	4
ENSG00000157399	9
ENSG00000198125	2
ENSG00000141644	5
ENSG00000165471	16
ENSG00000197971	3
ENSG00000258839	10
ENSG00000185231	10
ENSG00000124089	10
ENSG00000062096	9
ENSG00000166603	10
ENSG00000176136	10
ENSG00000076706	13
ENSG00000183196	10
ENSG00000101977	21
ENSG00000129744	5
ENSG00000143384	8
ENSG00000073111	21
ENSG00000112118	17
ENSG00000104738	17
ENSG00000100297	21
ENSG00000076003	17
ENSG00000166508	17
ENSG00000117335	4
ENSG00000073670	2
ENSG00000128590	5
ENSG00000156219	3
ENSG00000014641	4
ENSG00000146701	7
ENSG00000110492	7
ENSG00000135679	56
ENSG00000198625	24
ENSG00000065833	13
ENSG00000111339	3
ENSG00000082212	5
ENSG00000169057	22
ENSG00000068305	31
ENSG00000081189	45
ENSG00000116604	16
ENSG00000291761	16
ENSG00000103313	11
ENSG00000143995	3
ENSG00000095015	19
ENSG00000198909	5
ENSG00000197442	4
ENSG00000167461	20
ENSG00000133895	26
ENSG00000105976	44
ENSG00000037897	3
ENSG00000140259	4
ENSG00000117122	3
ENSG00000037749	3
ENSG00000166482	3
ENSG00000140545	10
ENSG00000163975	5
ENSG00000100060	4
ENSG00000131446	16
ENSG00000168282	18
ENSG00000128268	6
ENSG00000152127	14
ENSG00000150527	8
ENSG00000049130	18
ENSG00000170430	3
ENSG00000008394	8
ENSG00000085871	5
ENSG00000143198	5
ENSG00000179583	4
ENSG00000292348	5
ENSG00000002586	5
ENSG00000104763	12
ENSG00000224378	3
ENSG00000238289	3
ENSG00000234218	3
ENSG00000231372	3
ENSG00000231179	3
ENSG00000206449	3
ENSG00000204516	3
ENSG00000227772	3
ENSG00000101871	4
ENSG00000276701	10
ENSG00000240972	10
ENSG00000138755	8
ENSG00000135517	3
ENSG00000187098	17
ENSG00000066427	9
ENSG00000128585	4
ENSG00000139352	6
ENSG00000076242	24
ENSG00000096395	7
ENSG00000173327	18
ENSG00000118058	26
ENSG00000130382	10
ENSG00000087085	11
ENSG00000171843	10
ENSG00000130396	4
ENSG00000184481	23
ENSG00000151623	12
ENSG00000274965	8
ENSG00000134160	8
ENSG00000196549	14
ENSG00000196611	13
ENSG00000087245	19
ENSG00000149968	19
ENSG00000137673	10
ENSG00000118113	7
ENSG00000253148	5
ENSG00000100985	28
ENSG00000166670	4
ENSG00000141505	3
ENSG00000099953	4
ENSG00000275365	4
ENSG00000262406	3
ENSG00000137745	11
ENSG00000157227	12
ENSG00000102996	4
ENSG00000156103	7
ENSG00000198598	3
ENSG00000123342	3
ENSG00000119711	3
ENSG00000161944	3
ENSG00000020426	60
ENSG00000163563	3
ENSG00000168314	4
ENSG00000124615	4
ENSG00000164172	4
ENSG00000155363	72
ENSG00000091972	3
ENSG00000126522	7
ENSG00000103152	8
ENSG00000178802	11
ENSG00000117400	3
ENSG00000005381	5
ENSG00000130830	3
ENSG00000128309	4
ENSG00000115204	2
ENSG00000158887	3
ENSG00000260314	13
ENSG00000020922	49
ENSG00000103222	24
ENSG00000278183	24
ENSG00000196433	4
ENSG00000292336	4
ENSG00000129437	3
ENSG00000186474	3
ENSG00000198356	2
ENSG00000291443	2
ENSG00000278302	2
ENSG00000185940	2
ENSG00000277291	2
ENSG00000070669	11
ENSG00000205867	2
ENSG00000278489	2
ENSG00000291434	2
ENSG00000281533	2
ENSG00000205864	2
ENSG00000277389	2
ENSG00000244411	2
ENSG00000204571	2
ENSG00000262607	5
ENSG00000120645	5
ENSG00000196946	3
ENSG00000253710	9
ENSG00000204899	9
ENSG00000015133	4
ENSG00000128829	4
ENSG00000284810	8
ENSG00000168928	8
ENSG00000219200	5
ENSG00000081665	3
ENSG00000196081	3
ENSG00000283201	3
ENSG00000124467	2
ENSG00000233954	4
ENSG00000173436	3
ENSG00000203814	16
ENSG00000162763	3
ENSG00000197769	2
ENSG00000214711	2
ENSG00000168273	4
ENSG00000163738	4
ENSG00000182111	3
ENSG00000227471	5
ENSG00000176269	3
ENSG00000172769	3
ENSG00000170605	3
ENSG00000182652	3
ENSG00000176299	3
ENSG00000273875	3
ENSG00000277178	3
ENSG00000276355	3
ENSG00000275384	3
ENSG00000275123	3
ENSG00000248385	3
ENSG00000274889	3
ENSG00000276604	3
ENSG00000276145	3
ENSG00000275806	3
ENSG00000197437	3
ENSG00000174473	4
ENSG00000233054	3
ENSG00000226832	3
ENSG00000204703	3
ENSG00000206524	3
ENSG00000231319	3
ENSG00000225736	3
ENSG00000233180	3
ENSG00000233687	3
ENSG00000206523	3
ENSG00000225441	3
ENSG00000234305	3
ENSG00000204702	3
ENSG00000234804	3
ENSG00000235632	3
ENSG00000226192	3
ENSG00000226931	3
ENSG00000206522	3
ENSG00000233618	3
ENSG00000230855	3
ENSG00000226271	3
ENSG00000229866	3
ENSG00000233636	3
ENSG00000204701	3
ENSG00000232178	3
ENSG00000234195	3
ENSG00000225291	3
ENSG00000112459	3
ENSG00000237777	3
ENSG00000236927	3
ENSG00000234100	3
ENSG00000204695	3
ENSG00000206474	3
ENSG00000224234	3
ENSG00000229412	3
ENSG00000204689	3
ENSG00000235441	3
ENSG00000230505	3
ENSG00000220550	3
ENSG00000232397	3
ENSG00000231973	3
ENSG00000223441	3
ENSG00000237725	3
ENSG00000237988	3
ENSG00000232049	3
ENSG00000226896	3
ENSG00000229467	3
ENSG00000214652	3
ENSG00000221989	3
ENSG00000285071	3
ENSG00000108381	3
ENSG00000125931	9
ENSG00000095002	21
ENSG00000113318	8
ENSG00000057468	4
ENSG00000235222	4
ENSG00000204410	4
ENSG00000235569	4
ENSG00000233345	4
ENSG00000237333	4
ENSG00000227314	4
ENSG00000230961	4
ENSG00000230293	4
ENSG00000198363	10
ENSG00000135097	5
ENSG00000130707	7
ENSG00000213214	8
ENSG00000288422	8
ENSG00000213648	11
ENSG00000188219	5
ENSG00000147065	19
ENSG00000038945	3
ENSG00000175806	2
ENSG00000285250	2
ENSG00000173531	3
ENSG00000164078	3
ENSG00000163132	3
ENSG00000120149	5
ENSG00000203786	4
ENSG00000235942	3
ENSG00000205362	3
ENSG00000169688	3
ENSG00000169715	3
ENSG00000198417	3
ENSG00000125144	3
ENSG00000205358	3
ENSG00000205364	3
ENSG00000187193	3
ENSG00000125148	7
ENSG00000087250	3
ENSG00000099810	10
ENSG00000198899	11
ENSG00000228253	10
ENSG00000198804	18
ENSG00000198712	18
ENSG00000198938	17
ENSG00000198727	8
ENSG00000188786	10
ENSG00000106268	5
ENSG00000100714	4
ENSG00000177000	4
ENSG00000085760	4
ENSG00000171100	7
ENSG00000198888	9
ENSG00000198763	9
ENSG00000198840	8
ENSG00000198886	8
ENSG00000212907	4
ENSG00000198786	9
ENSG00000198695	9
ENSG00000168412	6
ENSG00000134640	6
ENSG00000138823	7
ENSG00000116984	21
ENSG00000124275	16
ENSG00000173171	10
ENSG00000185499	25
ENSG00000198788	16
ENSG00000293532	16
ENSG00000278466	16
ENSG00000169894	16
ENSG00000277585	16
ENSG00000145113	16
ENSG00000273984	16
ENSG00000276613	16
ENSG00000273822	16
ENSG00000275164	16
ENSG00000278468	16
ENSG00000278303	16
ENSG00000215182	16
ENSG00000291363	16
ENSG00000277518	16
ENSG00000277281	16
ENSG00000184956	16
ENSG00000171195	16
ENSG00000108395	4
ENSG00000030304	2
ENSG00000146085	17
ENSG00000132781	14
ENSG00000167508	13
ENSG00000110921	7
ENSG00000157601	6
ENSG00000183486	6
ENSG00000118513	24
ENSG00000185697	3
ENSG00000196091	2
ENSG00000101057	13
ENSG00000086967	2
ENSG00000134571	2
ENSG00000136997	71
ENSG00000134323	20
ENSG00000172936	44
ENSG00000111049	6
ENSG00000111046	6
ENSG00000117601	10
ENSG00000125414	11
ENSG00000109063	2
ENSG00000197616	2
ENSG00000133020	2
ENSG00000100345	43
ENSG00000133026	16
ENSG00000133392	22
ENSG00000276480	22
ENSG00000140836	5
ENSG00000168530	2
ENSG00000111245	2
ENSG00000160808	2
ENSG00000198336	2
ENSG00000215375	2
ENSG00000092841	18
ENSG00000065534	7
ENSG00000197879	22
ENSG00000197535	21
ENSG00000167306	3
ENSG00000196586	18
ENSG00000137474	6
ENSG00000066933	7
ENSG00000099331	26
ENSG00000145555	15
ENSG00000129152	10
ENSG00000122180	10
ENSG00000058272	13
ENSG00000123268	30
ENSG00000077157	13
ENSG00000138386	9
ENSG00000166886	9
ENSG00000196531	5
ENSG00000108784	10
ENSG00000162772	14
ENSG00000099783	16
ENSG00000134440	4
ENSG00000128272	15
ENSG00000086548	7
ENSG00000103274	2
ENSG00000104320	44
ENSG00000149294	17
ENSG00000136937	62
ENSG00000116701	23
ENSG00000100365	23
ENSG00000275990	23
ENSG00000158092	45
ENSG00000115053	11
ENSG00000288364	4
ENSG00000182636	4
ENSG00000125356	4
ENSG00000131495	6
ENSG00000273642	4
ENSG00000277722	4
ENSG00000276220	4
ENSG00000275724	4
ENSG00000276061	4
ENSG00000274359	4
ENSG00000276766	4
ENSG00000170906	4
ENSG00000275605	4
ENSG00000278365	4
ENSG00000189043	13
ENSG00000128609	9
ENSG00000131473	9
ENSG00000272765	4
ENSG00000277365	4
ENSG00000273397	4
ENSG00000184983	4
ENSG00000281013	4
ENSG00000267855	4
ENSG00000119421	4
ENSG00000183091	2
ENSG00000139180	4
ENSG00000130414	4
ENSG00000004779	13
ENSG00000183648	4
ENSG00000090266	4
ENSG00000119013	4
ENSG00000138363	8
ENSG00000065518	4
ENSG00000136521	4
ENSG00000165264	6
ENSG00000099795	4
ENSG00000166136	6
ENSG00000147684	4
ENSG00000140990	4
ENSG00000291930	4
ENSG00000109390	4
ENSG00000151366	7
ENSG00000283447	6
ENSG00000023228	6
ENSG00000149311	61
ENSG00000158864	4
ENSG00000213619	11
ENSG00000167792	6
ENSG00000164258	4
ENSG00000168653	4
ENSG00000145494	4
ENSG00000110717	4
ENSG00000178127	4
ENSG00000160194	6
ENSG00000185721	4
ENSG00000069869	17
ENSG00000168385	4
ENSG00000198755	41
ENSG00000129559	15
ENSG00000285246	15
ENSG00000274183	116
ENSG00000277586	15
ENSG00000177556	8
ENSG00000137601	4
ENSG00000117650	35
ENSG00000184613	5
ENSG00000067141	5
ENSG00000227315	19
ENSG00000204386	19
ENSG00000184494	19
ENSG00000228691	19
ENSG00000223957	19
ENSG00000227129	19
ENSG00000234846	19
ENSG00000234343	19
ENSG00000115488	11
ENSG00000163399	11
ENSG00000162992	4
ENSG00000196712	9
ENSG00000018625	11
ENSG00000186575	9
ENSG00000131196	18
ENSG00000101096	19
ENSG00000162599	4
ENSG00000072736	11
ENSG00000123405	7
ENSG00000105409	11
ENSG00000116044	35
ENSG00000147862	4
ENSG00000141905	4
ENSG00000008441	4
ENSG00000075673	3
ENSG00000109320	104
ENSG00000077150	63
ENSG00000100906	67
ENSG00000282905	38
ENSG00000104825	38
ENSG00000146232	5
ENSG00000170322	8
ENSG00000122729	6
ENSG00000132681	11
ENSG00000001167	19
ENSG00000120837	19
ENSG00000066136	19
ENSG00000134259	32
ENSG00000064300	17
ENSG00000100138	8
ENSG00000143153	14
ENSG00000188158	7
ENSG00000116962	3
ENSG00000129244	14
ENSG00000125820	4
ENSG00000163623	10
ENSG00000291631	7
ENSG00000197696	7
ENSG00000135577	7
ENSG00000069849	14
ENSG00000239672	6
ENSG00000243678	9
ENSG00000103024	3
ENSG00000103202	3
ENSG00000124588	3
ENSG00000136448	20
ENSG00000166741	10
ENSG00000156574	3
ENSG00000111641	9
ENSG00000089250	9
ENSG00000007171	18
ENSG00000164867	26
ENSG00000111596	12
ENSG00000276082	12
ENSG00000275979	12
ENSG00000088038	12
ENSG00000277114	12
ENSG00000277615	12
ENSG00000274941	12
ENSG00000277600	12
ENSG00000273943	12
ENSG00000274616	12
ENSG00000274176	12
ENSG00000080802	12
ENSG00000148400	55
ENSG00000122585	12
ENSG00000134250	23
ENSG00000074181	19
ENSG00000238196	19
ENSG00000223355	19
ENSG00000234876	19
ENSG00000204301	19
ENSG00000235396	19
ENSG00000206312	19
ENSG00000232339	19
ENSG00000137731	11
ENSG00000291814	16
ENSG00000198805	16
ENSG00000170485	12
ENSG00000141458	4
ENSG00000144061	4
ENSG00000161270	2
ENSG00000181163	37
ENSG00000196296	14
ENSG00000175206	9
ENSG00000174437	14
ENSG00000163273	3
ENSG00000169418	3
ENSG00000159899	3
ENSG00000164128	7
ENSG00000185149	7
ENSG00000164129	7
ENSG00000074370	14
ENSG00000110911	8
ENSG00000213281	141
ENSG00000091129	7
ENSG00000106459	10
ENSG00000291368	3
ENSG00000100312	3
ENSG00000070961	13
ENSG00000154146	6
ENSG00000171119	10
ENSG00000065978	30
ENSG00000278174	20
ENSG00000276262	20
ENSG00000073969	20
ENSG00000135318	14
ENSG00000185652	18
ENSG00000225950	17
ENSG00000157087	14
ENSG00000065057	14
ENSG00000198400	17
ENSG00000148053	25
ENSG00000140538	20
ENSG00000162068	2
ENSG00000185483	5
ENSG00000067842	10
ENSG00000169071	5
ENSG00000162733	2
ENSG00000133636	7
ENSG00000101188	7
ENSG00000104805	4
ENSG00000137497	6
ENSG00000108559	75
ENSG00000110713	92
ENSG00000153234	9
ENSG00000058668	10
ENSG00000101850	11
ENSG00000183513	4
ENSG00000089127	7
ENSG00000177238	2
ENSG00000255150	5
ENSG00000164294	4
ENSG00000111335	12
ENSG00000111331	7
ENSG00000143942	5
ENSG00000065154	3
ENSG00000068354	4
ENSG00000204311	4
ENSG00000104904	4
ENSG00000180304	4
ENSG00000277361	3
ENSG00000104044	3
ENSG00000105675	3
ENSG00000122126	20
ENSG00000115758	4
ENSG00000136811	17
ENSG00000291355	13
ENSG00000127083	13
ENSG00000186009	3
ENSG00000105953	9
ENSG00000114026	19
ENSG00000291350	13
ENSG00000106809	13
ENSG00000173391	5
ENSG00000291720	5
ENSG00000126861	5
ENSG00000198836	5
ENSG00000183715	3
ENSG00000152234	10
ENSG00000164761	4
ENSG00000079482	14
ENSG00000116329	11
ENSG00000082556	12
ENSG00000171217	4
ENSG00000277044	7
ENSG00000125510	7
ENSG00000112038	18
ENSG00000184166	3
ENSG00000168124	3
ENSG00000168158	3
ENSG00000180090	3
ENSG00000221882	3
ENSG00000085840	20
ENSG00000115942	19
ENSG00000100412	8
ENSG00000115947	19
ENSG00000164815	19
ENSG00000110628	7
ENSG00000276130	7
ENSG00000229314	7
ENSG00000228278	7
ENSG00000110048	7
ENSG00000099985	6
ENSG00000036473	12
ENSG00000164904	4
ENSG00000013297	4
ENSG00000165588	4
ENSG00000085465	3
ENSG00000155463	11
ENSG00000083720	6
ENSG00000101405	8
ENSG00000180914	8
ENSG00000108405	7
ENSG00000109991	4
ENSG00000135124	10
ENSG00000083454	4
ENSG00000089041	18
ENSG00000169860	12
ENSG00000175591	14
ENSG00000186912	8
ENSG00000171631	8
ENSG00000244165	9
ENSG00000122884	9
ENSG00000185624	35
ENSG00000203772	3
ENSG00000170515	3
ENSG00000259009	3
ENSG00000089220	15
ENSG00000258873	3
ENSG00000281038	3
ENSG00000140564	79
ENSG00000140479	21
ENSG00000007168	36
ENSG00000048392	8
ENSG00000123689	4
ENSG00000100078	7
ENSG00000141503	4
ENSG00000116031	5
ENSG00000168092	8
ENSG00000079462	5
ENSG00000140279	4
ENSG00000086991	10
ENSG00000074771	8
ENSG00000080573	33
ENSG00000158006	2
ENSG00000139351	4
ENSG00000114631	4
ENSG00000171310	5
ENSG00000117450	20
ENSG00000171759	7
ENSG00000106366	23
ENSG00000197632	8
ENSG00000149269	55
ENSG00000110955	11
ENSG00000162891	4
ENSG00000182870	4
ENSG00000288490	4
ENSG00000103522	5
ENSG00000127318	8
ENSG00000105929	11
ENSG00000198399	9
ENSG00000023892	8
ENSG00000180370	64
ENSG00000179409	10
ENSG00000077264	35
ENSG00000146205	10
ENSG00000135241	6
ENSG00000136002	20
ENSG00000163947	13
ENSG00000113805	3
ENSG00000122859	6
ENSG00000172016	3
ENSG00000182752	2
ENSG00000080511	3
ENSG00000185345	19
ENSG00000132716	3
ENSG00000274829	10
ENSG00000140694	10
ENSG00000075891	6
ENSG00000135903	8
ENSG00000196092	10
ENSG00000007372	12
ENSG00000182450	7
ENSG00000153317	5
ENSG00000147853	2
ENSG00000009709	3
ENSG00000111652	13
ENSG00000292192	6
ENSG00000147383	6
ENSG00000136940	4
ENSG00000127362	9
ENSG00000127364	9
ENSG00000128519	9
ENSG00000169777	9
ENSG00000273713	6
ENSG00000273086	6
ENSG00000121381	6
ENSG00000277316	9
ENSG00000121314	9
ENSG00000272712	9
ENSG00000273326	9
ENSG00000274327	9
ENSG00000121377	9
ENSG00000212128	9
ENSG00000273457	9
ENSG00000277254	9
ENSG00000121318	9
ENSG00000277238	9
ENSG00000272805	9
ENSG00000212127	9
ENSG00000261984	9
ENSG00000276541	9
ENSG00000139549	16
ENSG00000158769	12
ENSG00000163519	13
ENSG00000102981	19
ENSG00000111729	4
ENSG00000196104	3
ENSG00000182667	3
ENSG00000013583	8
ENSG00000185630	8
ENSG00000165629	8
ENSG00000173599	14
ENSG00000166228	4
ENSG00000169564	11
ENSG00000064309	7
ENSG00000197111	19
ENSG00000128655	8
ENSG00000049768	6
ENSG00000161681	3
ENSG00000175198	13
ENSG00000114054	15
ENSG00000167941	4
ENSG00000169851	10
ENSG00000117500	3
ENSG00000161533	12
ENSG00000124786	8
ENSG00000156469	10
ENSG00000144034	3
ENSG00000291480	3
ENSG00000108590	20
ENSG00000119723	4
ENSG00000162066	6
ENSG00000138303	4
ENSG00000072849	25
ENSG00000107371	21
ENSG00000171311	21
ENSG00000134970	11
ENSG00000182180	7
ENSG00000163319	7
ENSG00000214253	2
ENSG00000282228	2
ENSG00000217930	2
ENSG00000136100	8
ENSG00000162191	8
ENSG00000188488	5
ENSG00000177511	9
ENSG00000124253	25
ENSG00000071677	5
ENSG00000112312	15
ENSG00000164011	3
ENSG00000285241	4
ENSG00000100889	4
ENSG00000153066	4
ENSG00000185088	56
ENSG00000139131	4
ENSG00000112651	7
ENSG00000142546	3
ENSG00000023697	6
ENSG00000162959	4
ENSG00000105364	7
ENSG00000149089	11
ENSG00000119929	3
ENSG00000119616	5
ENSG00000186010	6
ENSG00000078674	17
ENSG00000125445	7
ENSG00000186184	21
ENSG00000069482	7
ENSG00000165475	3
ENSG00000009950	6
ENSG00000109790	7
ENSG00000109618	4
ENSG00000159346	3
ENSG00000072756	4
ENSG00000011260	5
ENSG00000143653	4
ENSG00000101052	7
ENSG00000011198	4
ENSG00000120265	2
ENSG00000116353	6
ENSG00000137806	4
ENSG00000107362	5
ENSG00000129292	4
ENSG00000029639	7
ENSG00000117362	36
ENSG00000072042	11
ENSG00000132646	70
ENSG00000110066	3
ENSG00000274891	4
ENSG00000171853	4
ENSG00000188706	13
ENSG00000122140	8
ENSG00000167113	4
ENSG00000183520	5
ENSG00000037241	41
ENSG00000114744	3
ENSG00000120963	3
ENSG00000147533	16
ENSG00000162931	4
ENSG00000152700	29
ENSG00000167772	25
ENSG00000131263	4
ENSG00000136636	5
ENSG00000173588	4
ENSG00000198001	30
ENSG00000138663	19
ENSG00000125629	4
ENSG00000106153	4
ENSG00000144635	49
ENSG00000149084	8
ENSG00000118017	4
ENSG00000111653	3
ENSG00000164175	3
ENSG00000281919	3
ENSG00000278767	7
ENSG00000140093	7
ENSG00000160299	23
ENSG00000285339	17
ENSG00000160948	17
ENSG00000132912	20
ENSG00000109576	4
ENSG00000065615	3
ENSG00000091536	4
ENSG00000198189	5
ENSG00000087076	5
ENSG00000138795	35
ENSG00000116882	6
ENSG00000106333	5
ENSG00000169738	7
ENSG00000187522	4
ENSG00000113851	5
ENSG00000131165	5
ENSG00000138646	18
ENSG00000138193	3
ENSG00000104219	10
ENSG00000213782	5
ENSG00000136463	4
ENSG00000162836	5
ENSG00000276065	5
ENSG00000274050	5
ENSG00000275633	5
ENSG00000088053	5
ENSG00000274566	5
ENSG00000278316	5
ENSG00000277439	5
ENSG00000275931	5
ENSG00000278670	5
ENSG00000276211	5
ENSG00000066405	4
ENSG00000123570	15
ENSG00000102021	5
ENSG00000182512	2
ENSG00000175426	8
ENSG00000206181	28
ENSG00000005243	11
ENSG00000185808	4
ENSG00000139433	2
ENSG00000025293	20
ENSG00000105053	30
ENSG00000128463	5
ENSG00000133983	4
ENSG00000164054	4
ENSG00000120509	14
ENSG00000099139	9
ENSG00000130349	4
ENSG00000122643	4
ENSG00000116221	7
ENSG00000168894	4
ENSG00000145979	4
ENSG00000111639	7
ENSG00000187049	4
ENSG00000125851	3
ENSG00000185414	7
ENSG00000108826	7
ENSG00000165682	6
ENSG00000179761	5
ENSG00000165006	17
ENSG00000177951	10
ENSG00000180479	3
ENSG00000135052	4
ENSG00000196664	26
ENSG00000181924	2
ENSG00000277069	8
ENSG00000182631	8
ENSG00000089639	7
ENSG00000100938	4
ENSG00000284752	4
ENSG00000167775	10
ENSG00000130159	19
ENSG00000110446	4
ENSG00000198183	3
ENSG00000124785	3
ENSG00000099624	6
ENSG00000161217	5
ENSG00000113845	4
ENSG00000176928	4
ENSG00000146233	10
ENSG00000163812	8
ENSG00000169427	7
ENSG00000031003	6
ENSG00000092096	2
ENSG00000101916	12
ENSG00000147454	2
ENSG00000145287	6
ENSG00000135365	10
ENSG00000132313	7
ENSG00000176624	4
ENSG00000095787	4
ENSG00000276977	12
ENSG00000188389	12
ENSG00000006327	4
ENSG00000137877	18
ENSG00000179965	3
ENSG00000182768	5
ENSG00000165617	4
ENSG00000101343	9
ENSG00000105325	37
ENSG00000135090	7
ENSG00000150045	3
ENSG00000185069	3
ENSG00000115252	18
ENSG00000012174	14
ENSG00000168438	13
ENSG00000182022	6
ENSG00000144837	5
ENSG00000167272	3
ENSG00000164081	4
ENSG00000154678	13
ENSG00000132963	3
ENSG00000239789	7
ENSG00000116750	9
ENSG00000101280	3
ENSG00000186642	8
ENSG00000139631	4
ENSG00000100554	16
ENSG00000002745	6
ENSG00000164048	3
ENSG00000100129	16
ENSG00000132603	4
ENSG00000111832	4
ENSG00000172572	4
ENSG00000187688	4
ENSG00000145781	3
ENSG00000196655	13
ENSG00000280495	13
ENSG00000124172	6
ENSG00000152270	14
ENSG00000214517	5
ENSG00000065989	7
ENSG00000110934	7
ENSG00000077080	11
ENSG00000184588	6
ENSG00000114019	2
ENSG00000106617	39
ENSG00000122008	16
ENSG00000183258	10
ENSG00000130340	5
ENSG00000285188	7
ENSG00000105650	7
ENSG00000089053	47
ENSG00000196510	47
ENSG00000113448	11
ENSG00000134758	4
ENSG00000068745	7
ENSG00000132915	9
ENSG00000205629	5
ENSG00000135945	14
ENSG00000140519	3
ENSG00000198833	4
ENSG00000196405	13
ENSG00000156973	10
ENSG00000167791	3
ENSG00000105655	3
ENSG00000132196	6
ENSG00000185722	5
ENSG00000185527	9
ENSG00000100220	3
ENSG00000074696	5
ENSG00000101158	31
ENSG00000170855	8
ENSG00000116459	6
ENSG00000205268	4
ENSG00000149196	4
ENSG00000150316	9
ENSG00000173113	13
ENSG00000073417	4
ENSG00000086065	10
ENSG00000075218	7
ENSG00000143476	6
ENSG00000213672	16
ENSG00000160191	4
ENSG00000133706	10
ENSG00000171604	4
ENSG00000141552	47
ENSG00000123360	18
ENSG00000091732	5
ENSG00000009844	10
ENSG00000134283	4
ENSG00000197461	27
ENSG00000132330	4
ENSG00000143952	4
ENSG00000077463	9
ENSG00000100311	21
ENSG00000119396	16
ENSG00000129048	6
ENSG00000134853	24
ENSG00000154917	12
ENSG00000110944	6
ENSG00000151332	7
ENSG00000061273	27
ENSG00000102401	5
ENSG00000111802	3
ENSG00000153310	4
ENSG00000006007	5
ENSG00000133256	9
ENSG00000155096	4
ENSG00000165494	15
ENSG00000099917	15
ENSG00000105229	28
ENSG00000113721	15
ENSG00000197323	11
ENSG00000087087	15
ENSG00000151779	5
