held_out,compound,method,n_sources,repro_r,source_repro_r,reproducible,source_reproducible,transfer_efficiency,pearson_delta,mae,top50_overlap,sign_match
K562,EED226,unweighted_consensus,2,0.13990990661422925,0.24940418049509377,False,False,0.030274954110091182,0.004235766002292933,0.2704410101959362,0.0,0.38
K562,EED226,no_change,2,0.13990990661422925,0.24940418049509377,False,False,0.0,0.0,0.2459798413249124,0.0,0.0
K562,ENMD-2076,weighted_consensus_gated,2,0.14413098213416461,0.21696446802191777,False,False,0.27582500956600503,0.039754929525913654,0.26270802148921635,0.02,0.54
K562,ENMD-2076,weighted_consensus,2,0.14413098213416461,0.21696446802191777,False,False,0.25897345075835554,0.0373260978044755,0.2934493354370738,0.02,0.54
K562,ENMD-2076,unweighted_consensus,2,0.14413098213416461,0.21696446802191777,False,False,0.2623870688012123,0.03781810592562335,0.2929680226061447,0.02,0.54
K562,ENMD-2076,no_change,2,0.14413098213416461,0.21696446802191777,False,False,0.0,0.0,0.2620635400888457,0.0,0.0
K562,ENMD-2076 L-(+)-Tartaric acid ,weighted_consensus_gated,2,0.13369141953247607,0.22372013863426915,False,False,0.1826032154956965,0.024412483090814296,0.28393443260139556,0.0,0.6
K562,ENMD-2076 L-(+)-Tartaric acid ,weighted_consensus,2,0.13369141953247607,0.22372013863426915,False,False,0.23066371913587172,0.030837760045915055,0.3202079960264942,0.02,0.6
K562,ENMD-2076 L-(+)-Tartaric acid ,unweighted_consensus,2,0.13369141953247607,0.22372013863426915,False,False,0.23532924388760146,0.031461500672837706,0.3196265708974577,0.02,0.6
K562,ENMD-2076 L-(+)-Tartaric acid ,no_change,2,0.13369141953247607,0.22372013863426915,False,False,0.0,0.0,0.28069451168025905,0.0,0.0
K562,Ellagic acid,weighted_consensus_gated,2,0.11248393428496428,0.27657106440611995,False,False,0.09815884095837643,0.011041292615850275,0.25331984612566844,0.0,0.4
K562,Ellagic acid,weighted_consensus,2,0.11248393428496428,0.27657106440611995,False,False,0.08971580228964031,0.010091586409070749,0.2753287081501419,0.02,0.4
K562,Ellagic acid,unweighted_consensus,2,0.11248393428496428,0.27657106440611995,False,False,0.08819872707372278,0.009920939820178134,0.2750665454748169,0.02,0.4
K562,Ellagic acid,no_change,2,0.11248393428496428,0.27657106440611995,False,False,0.0,0.0,0.251074817221004,0.0,0.0
K562,Entacapone,weighted_consensus_gated,2,0.11674327844130736,0.15755696479260392,False,False,0.15558554228433072,0.01816356628434142,0.25033927260867045,0.0,0.6
K562,Entacapone,weighted_consensus,2,0.11674327844130736,0.15755696479260392,False,False,0.14726415833626758,0.01719210064107566,0.279442334146716,0.0,0.6
K562,Entacapone,unweighted_consensus,2,0.11674327844130736,0.15755696479260392,False,False,0.14726182569320323,0.017191828320676894,0.27897185870607993,0.0,0.6
K562,Entacapone,no_change,2,0.11674327844130736,0.15755696479260392,False,False,0.0,0.0,0.24850340556960787,0.0,0.0
K562,Entinostat (MS-275),weighted_consensus_gated,2,0.3648894886749396,0.34774470072752434,True,True,0.7684433003382631,0.28039688293611187,0.3247146980458978,0.02,0.94
K562,Entinostat (MS-275),weighted_consensus,2,0.3648894886749396,0.34774470072752434,True,True,0.8901922930771271,0.32482181064328486,0.337882012285635,0.08,0.94
K562,Entinostat (MS-275),unweighted_consensus,2,0.3648894886749396,0.34774470072752434,True,True,0.8927389003364931,0.3257510408640108,0.33757095112649743,0.08,0.94
K562,Entinostat (MS-275),no_change,2,0.3648894886749396,0.34774470072752434,True,True,0.0,0.0,0.3373834236976,0.0,0.0
K562,Enzastaurin (LY317615),weighted_consensus_gated,2,0.12746513063916365,0.15327057600527294,False,False,0.18293187256976542,0.023317435035171988,0.2630645548164631,0.02,0.64
K562,Enzastaurin (LY317615),weighted_consensus,2,0.12746513063916365,0.15327057600527294,False,False,0.15808925294991982,0.020150867279909317,0.3032229188114512,0.02,0.64
K562,Enzastaurin (LY317615),unweighted_consensus,2,0.12746513063916365,0.15327057600527294,False,False,0.15827702697210572,0.020174801920177884,0.30264795145565826,0.02,0.66
K562,Enzastaurin (LY317615),no_change,2,0.12746513063916365,0.15327057600527294,False,False,0.0,0.0,0.2588293217929627,0.0,0.0
K562,Epothilone A,weighted_consensus_gated,2,0.11895572635200521,0.2878316841035823,False,False,0.020422929133191037,0.002429424369274268,0.4323600130457331,0.0,0.58
K562,Epothilone A,weighted_consensus,2,0.11895572635200521,0.2878316841035823,False,False,0.06542475649912238,0.007782649430756177,0.49378447921654306,0.0,0.58
K562,Epothilone A,unweighted_consensus,2,0.11895572635200521,0.2878316841035823,False,False,0.06764215240790677,0.008046421371695589,0.4930121210952823,0.0,0.6
K562,Epothilone A,no_change,2,0.11895572635200521,0.2878316841035823,False,False,0.0,0.0,0.4255877266433334,0.0,0.0
K562,FLLL32,weighted_consensus_gated,2,0.10782332719267212,0.22577671054352716,False,False,0.19813583194065237,0.021363664635929258,0.26789652736888836,0.02,0.58
K562,FLLL32,weighted_consensus,2,0.10782332719267212,0.22577671054352716,False,False,0.2055921868754088,0.022167633633724197,0.2920690571583495,0.04,0.58
K562,FLLL32,unweighted_consensus,2,0.10782332719267212,0.22577671054352716,False,False,0.2078615443428147,0.022412323306449437,0.29196272489788416,0.04,0.56
K562,FLLL32,no_change,2,0.10782332719267212,0.22577671054352716,False,False,0.0,0.0,0.26497907049439073,0.0,0.0
K562,Fasudil (HA-1077) HCl,weighted_consensus_gated,2,0.13251632153078893,0.2500820821992239,False,False,0.08778655697614259,0.011633151610331433,0.24991234509989135,0.0,0.54
K562,Fasudil (HA-1077) HCl,weighted_consensus,2,0.13251632153078893,0.2500820821992239,False,False,0.02871606648860166,0.003805347499903051,0.2698114234081678,0.0,0.54
K562,Fasudil (HA-1077) HCl,unweighted_consensus,2,0.13251632153078893,0.2500820821992239,False,False,0.027918368036679273,0.003699639435363491,0.2696114069858036,0.0,0.54
K562,Fasudil (HA-1077) HCl,no_change,2,0.13251632153078893,0.2500820821992239,False,False,0.0,0.0,0.24841607021264336,0.0,0.0
K562,"Fedratinib (SAR302503, TG101348)",weighted_consensus_gated,2,0.09701317136226784,0.21629738129575046,False,False,0.4891788516924059,0.04745679176603278,0.294212100608335,0.0,0.64
K562,"Fedratinib (SAR302503, TG101348)",weighted_consensus,2,0.09701317136226784,0.21629738129575046,False,False,0.46363758832331137,0.04497895280599799,0.32435963185890265,0.0,0.64
K562,"Fedratinib (SAR302503, TG101348)",unweighted_consensus,2,0.09701317136226784,0.21629738129575046,False,False,0.46704958649004663,0.045309961568835225,0.32388093695468084,0.0,0.64
K562,"Fedratinib (SAR302503, TG101348)",no_change,2,0.09701317136226784,0.21629738129575046,False,False,0.0,0.0,0.2936247238275931,0.0,0.0
K562,Filgotinib (GLPG0634),weighted_consensus_gated,2,0.08737736074687445,0.16751490537091093,False,False,-0.17586605441617675,-0.015366711679851729,0.24670271815906156,0.0,0.54
K562,Filgotinib (GLPG0634),weighted_consensus,2,0.08737736074687445,0.16751490537091093,False,False,-0.1803518969898225,-0.015758672764662862,0.2813923310482547,0.0,0.54
K562,Filgotinib (GLPG0634),unweighted_consensus,2,0.08737736074687445,0.16751490537091093,False,False,-0.17958265042676705,-0.01569145803021947,0.28088207028606227,0.0,0.54
K562,Filgotinib (GLPG0634),no_change,2,0.08737736074687445,0.16751490537091093,False,False,0.0,0.0,0.24123212106604722,0.0,0.0
K562,Flavopiridol HCl,weighted_consensus_gated,2,,0.18883055027119378,False,False,,0.11468647847727156,0.4218470198728682,0.0,0.7
K562,Flavopiridol HCl,weighted_consensus,2,,0.18883055027119378,False,False,,0.11668348561596678,0.45306169576585464,0.0,0.7
K562,Flavopiridol HCl,unweighted_consensus,2,,0.18883055027119378,False,False,,0.11660937181077108,0.45302146651627184,0.0,0.7
